page_id,keyword,annotation,url
1,新冠,新冠自然村隶属于锡城镇新冠村委会，位于锡城镇西边，距离新冠村委会1.5公里，距离锡城镇5公里，是新冠村委会所在地。国土面积有1.26平方公里，海拔1800米，年平均气温15-16℃，年降水量1300毫米，适宜种植蔬菜、包谷等农作物。有耕地120.93亩，其中人均耕地0.287亩；有林地218.3亩。全村辖1个村民小组，有农户156户，有乡村人口455人，其中农业人口455人，劳动力339人，其中从事第一产业人数291人。2014年全村经济总收入3656万元，农民人均纯收入12780元。农民收入主要以经营收入为主。,https://baike.baidu.com/item/%E6%96%B0%E5%86%A0%E6%9D%91/9968534
1,北京大学第一医院,北京大学第一医院（简称“北大医院”）位于北京老皇城内，是距离中南海最近的医院，是一所融医疗、教学、科研、预防为一体的大型综合性三级甲等医院，是中央保健基地医院。北大医院创建于1915年，是我国最早创办的国立医院，也是国内首批建立的临床医学院之一。近百年来，我院拥有着一批国内的首创专业学科以及在我国率先开展的诊疗技术，如国内首创小儿科(1940）、泌尿外科(1946)、肾脏病专业(1950)、综合医院心血管病房(50年代)、小儿神经专业(50年代)等。2018年12月4日消息，被国家卫健委公布为首批肿瘤多学科诊疗试点医院。,https://baike.baidu.com/item/%E5%8C%97%E4%BA%AC%E5%A4%A7%E5%AD%A6%E7%AC%AC%E4%B8%80%E5%8C%BB%E9%99%A2/2999093
1,中国,中国，以华夏文明为源泉、中华文化为基础，是世界上历史最悠久的国家之一。中国各族人民共同创造了光辉灿烂的文化，具有光荣的革命传统。中国是以汉族为主体民族的多民族国家，通用汉语、汉字，汉族与少数民族统称为“中华民族”，又自称“炎黄子孙”、“龙的传人”。中国是世界四大文明古国之一。距今5800年前后，黄河、长江中下游以及西辽河等区域出现了文明起源迹象；距今5300年前后，中华大地各地区陆续进入了文明阶段；距今3800年前后，中原地区形成了更为成熟的文明形态，并向四方辐射文化影响力；后历经多次民族交融和朝代更迭，直至形成多民族国家的大一统局面。20世纪初辛亥革命后，废除了封建帝制，创立了资产阶级民主共和国。1949年中华人民共和国成立后，在中国大陆建立了人民民主专政的社会主义制度。中国疆域辽阔、民族众多，先秦时期的华夏族在中原地区繁衍生息，到了汉代通过文化交融使汉族正式成型，奠定了中国主体民族的基础。后又通过与周边民族的交融，逐步形成统一多民族国家的局面，而人口也不断攀升，宋代中国人口突破一亿，清代时期人口突破四亿，到2005年中国人口已突破十三亿。中国文化渊远流长、博大精深、绚烂多彩，是东亚文化圈的文化宗主国，在世界文化体系内占有重要地位，由于各地的地理位置、自然条件的差异，人文、经济方面也各有特点。传统文化艺术形式有诗词、戏曲、书法、国画等，而春节、元宵、清明、端午、中秋、重阳等则是中国重要的传统节日。[2-6],https://baike.baidu.com/item/%E4%B8%AD%E5%9B%BD/1122445
1,药学院,复旦大学药学院（原上海医科大学药学院）创建于1936年，是我国最具影响的5所顶尖高等药学院校之一。现为中国医药教育协会高等药学院校（系）委员会理事长单位。药学院下设天然药物化学、药物化学、生物合成药物化学、生物化学、药理学、物理化学、生药学、药物分析、药剂学、放射药学、医院药学等11个教研室和1个药用化学综合重点实验室以及药学研究所和《中国临床药学杂志》社。药学学科是上海市“重中之重”学科之一，也是国家“985工程”重点建设科研平台。,https://baike.baidu.com/item/%E5%A4%8D%E6%97%A6%E5%A4%A7%E5%AD%A6%E8%8D%AF%E5%AD%A6%E9%99%A2/8876009
1,张卫东,张卫东，男，1968年10月出生，北京市人，是中国民俗学会北京分会常务理事。,https://baike.baidu.com/item/%E5%BC%A0%E5%8D%AB%E4%B8%9C/10411803
1,研究所,研究所是指以科学研究为主要目的的社会企事业机构。在中国是一种完成为特殊科研目的和任务而建立的研究机构。随着社会的发展，现多以企业形式存在。在学术界，称其为科学试验的研究部门。研究所一直是国家重点扶持和照顾的对象，特别是军工类的研究所，比如航天两大集团，中电集团，航空，中船等重点研究所，一直是很多名校毕业生就业的首选。,https://baike.baidu.com/item/%E7%A0%94%E7%A9%B6%E6%89%80/1884021
1,军医大学,各军医大学均承担军队、国家医学科研任务，是重要的科学研究基地，在军队、国家科技创新体系中占有重要地位。为适应未来军队建设的需要，军医大学将由原来以学历教育为主向学历教育与任职教育并重转型，充分发挥人才和智力优势，更加突出军事医学特色，全面提升整体办学质量和水平，为部队培养更多高素质医学专业人才。,https://baike.baidu.com/item/%E5%86%9B%E5%8C%BB%E5%A4%A7%E5%AD%A6/3375837
1,国家药品监督管理局,中华人民共和国国家药品监督管理局是国家市场监督管理总局管理的国家局，为副部级。国家药品监督管理局是根据党的十九届三中全会审议通过的《中共中央关于深化党和国家机构改革的决定》、《深化党和国家机构改革方案》和第十三届全国人民代表大会第一次会议批准的《国务院机构改革方案》设立。,https://baike.baidu.com/item/%E5%9B%BD%E5%AE%B6%E8%8D%AF%E5%93%81%E7%9B%91%E7%9D%A3%E7%AE%A1%E7%90%86%E5%B1%80/5662842
1,研究院,研究院，在学术界，称其为科学试验的研究机构。是大学之后的进阶教育研究机构，一般设于大学中，以“某大学某研究生院”的形式存在，也有独立设立者。研究院与研究生院是两个不同的概念，但港澳地区一般将“研究生院”称为“研究院”。,https://baike.baidu.com/item/%E7%A0%94%E7%A9%B6%E9%99%A2/5365502
1,军事科学院,中国人民解放军军事科学院成立于1958年3月15日，位于北京西山脚下，是中国共产党中央军事委员会直接领导下的军事科学研究机关，是全军军事科学研究中心，是计划协调全军军事科学研究工作的机构。军事科学院的军事科学研究工作是国家与军队军事思想与理论重要的“智囊团”“思想库”和“信息源”。军事科学院长期以来一直进行着军事基础理论和国防建设、军队建设重大问题的研究；编修军队的条令、条例和其他有关的军事法规；为中央军委和总部机关提供战略性建议和咨询，提供军事学术研究的相关信息；组织协调全军的军事学术研究工作，进行全军的军事科研管理工作。截至2017年7月，军事科学院设有军事战略、作战理论与条令、军队建设、军事历史与百科、外国军事以及军队政治工作等领域的研究部门，负责中国军事科学学会的日常工作。截至2016年10月，军事科学院拥有5个一级学科博士点、2个二级学科博士点、5个一级学科硕士点。[1-2],https://baike.baidu.com/item/%E4%B8%AD%E5%9B%BD%E4%BA%BA%E6%B0%91%E8%A7%A3%E6%94%BE%E5%86%9B%E5%86%9B%E4%BA%8B%E7%A7%91%E5%AD%A6%E9%99%A2/2266811
1,首都医科大学,首都医科大学(Capital Medical University)，简称首医大，是北京市人民政府、国家卫生健康委员会、教育部共建院校，是北京市重点高等院校，入选国家首批“卓越医生教育培养计划”试点高校、中国政府奖学金来华留学生接收院校、国家建设高水平大学公派研究生项目、国家“特色重点学科项目”建设高校、国家生命科学与技术人才培养基地、脑重大疾病防治省部共建协同创新中心依托高校、北京市“一带一路”国家人才培养基地，京港大学联盟、北京卓越医学人才培养高校联盟创始成员。[1-4]学校建于1960年，原名北京第二医学院；1985年，更名为首都医学院；1986年，确定为北京市重点院校；1994年，更名为首都医科大学；2001年2月12日，北京联合大学中医药学院、北京医学高等专科学校和北京职工医学院并入学校。截至2019年6月，学校校本部设有10个学院、1个学部、1所附属卫生学校，有21所临床医学院（其中19所为附属医院）；开办24个本科专业、14个专科专业；有全日制在校生12422人，其中研究生4648人，本科生5309人，高专高职生1765人，留学生700人；有成教生3121人；学校和附属医院有教职员工和医务人员42791人（校本部1470人，附属医院41321人）；有9个博士后科研流动站、8个一级学科博士学位授权点、13个一级学科硕士学位授权点。,https://baike.baidu.com/item/%E9%A6%96%E9%83%BD%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6/426462
1,研究员,根据中华人民共和国人事部职称管理评审制度规定，职称是对技术人员工作能力的表述，是由职称评定委员会评审的。研究员是自然科学研究或社会科学研究系列职称，属于正高级职称。研究员职称系列包括实习研究员（初级），助理研究员（中级），副研究员（副高），研究员（正高）。,https://baike.baidu.com/item/%E7%A0%94%E7%A9%B6%E5%91%98/8703381
1,军事医学,《军事医学》创刊于1956年，是由中国人民解放军军事医学科学院主管、主办的综合性学术刊物。据2018年第01期期刊内页显示，《军事医学》编辑委员会有编委56人、责任编委1人，编辑部有责任编辑1人。据2020年5月14日中国知网显示，《军事医学》共出版文献6869篇、总被下载761476次、总被引22248次、（2019版）复合影响因子为0.596、（2019版）综合影响因子为0.457。据2020年5月14日万方数据知识服务平台显示，《军事医学》共载文3969篇、基金论文量2238篇、被引量为14994次、下载量为301088次，2017年影响因子为0.65。,https://baike.baidu.com/item/%E5%86%9B%E4%BA%8B%E5%8C%BB%E5%AD%A6/7342553
1,中国科学院,中国科学院（英文名称：Chinese Academy of Sciences，简称中科院）成立于1949年11月，为中国自然科学最高学术机构、科学技术最高咨询机构、自然科学与高技术综合研究发展中心。中国科学院提出了建设国家创新体系的构想，先后实施知识创新工程、“创新2020”、《“率先行动”计划暨全面深化改革纲要》，提出了《迎接知识经济时代，建设国家创新体系》、《创新促进发展，科技引领未来》、《创新2050：科学技术与中国的未来》、《科技发展新态势与面向2020年的战略选择》等战略研究报告。据2018年11月中国科学院官网显示，全院共拥有12个分院、100多家科研院所、3所大学（中国科学院大学、中国科学技术大学，与上海市共建上海科技大学）、130多个国家级重点实验室和工程中心、210多个野外观测台站，承担20余项国家重大科技基础设施的建设与运行，正式职工7.1万余人，在学研究生6.4万余人；建成了完整的自然科学学科体系，物理、化学、材料科学、数学、环境与生态学、地球科学等学科整体水平已进入世界先进行列，一些领域方向也具备了进入世界第一方阵的良好态势。在解决关系国家全局和长远发展的重大问题上，已成为不可替代的国家战略科技力量。一批科学家在国家重大科技任务中发挥了关键和中坚作用，并作为我国科技界的代表活跃在国际科技前沿。2019年9月，经党中央批准，十九届中央第四轮巡视将对中国科学院党组织开展常规巡视。,https://baike.baidu.com/item/%E4%B8%AD%E5%9B%BD%E7%A7%91%E5%AD%A6%E9%99%A2/271375
1,附属,附属是指存在一定隶属关系或合作关系的两个或两个以上单位，出自《后汉书·西域传·莎车》。,https://baike.baidu.com/item/%E9%99%84%E5%B1%9E/10054940
