page_id,keyword,annotation,url
1,同济大学,同济大学（Tongji University）简称“同济”，是中华人民共和国教育部直属，教育部与国家海洋局、上海市共建的全国重点大学；中央直管副部级建制高校，国家“世界一流大学建设高校”，国家“211工程”和“985工程”建设高校；入选国家“珠峰计划”、“强基计划”、“2011计划”、“111计划”、卓越工程师教育培养计划、卓越法律人才教育培养计划、卓越医生教育培养计划、国家大学生创新性实验计划、国家建设高水平大学公派研究生项目、中国政府奖学金来华留学生接收院校、国家级大学生创新创业训练计划、国家创新人才培养示范基地、新工科研究与实践项目、全国深化创新创业教育改革示范高校、中美“10+10”计划，首批学位授权自主审核单位，联合国环境规划署全球环境与可持续发展大学合作联盟主席单位，国际设计艺术院校联盟、21世纪学术联盟、卓越大学联盟、中俄工科大学联盟、中欧工程教育平台、中国绿色大学联盟、国际绿色校园联盟、同济—伯克利工程联盟成员。同济大学前身是1907年德国医生埃里希·宝隆在上海创办的德文医学堂；1908年改名同济德文医学堂；1912年与创办不久的同济德文工学堂合称同济德文医工学堂；1923年正式定名同济大学；1927年成为国立同济大学，是中国最早的七所国立大学之一。截至2019年11月，学校设有29个专业学院，9家附属医院。4个校区占地3810亩，总建筑面积181余万平方米。有全日制本科生18115人，硕士研究生12105人，博士研究生5766人。另有国际学生3575人。[1-3],https://baike.baidu.com/item/%E5%90%8C%E6%B5%8E%E5%A4%A7%E5%AD%A6/133590
1,干细胞,简单来讲， 干细胞是一类具有无限的或者永生的自我更新能力的细胞、能够产生至少一种类型的、高度分化的子代细胞。多年来对干细胞的定义不断进行修正，并从不同的层面上来进行定义。目前大多数生物学家和医学家认为干细胞是来自于胚胎、胎儿或成人体内具有在一定条件下无限制自我更新与增殖分化能力的一类细胞，能够产生表现型与基因型和自己完全相同的子细胞，也能产生组成机体组织、器官的已特化的细胞，同时还能分化为祖细胞。,https://baike.baidu.com/item/%E5%B9%B2%E7%BB%86%E8%83%9E/301672
1,检定,由法制计量部门或法定授权组织按照检定规程，通过实验，提供证明，来确定测量器具的示值误差满足规定要求的活动。,https://baike.baidu.com/item/%E6%A3%80%E5%AE%9A/5858941
1,职称,职称（Professional Title）最初源于职务名称，理论上职称是指专业技术人员的专业技术水平、能力，以及成就的等级称号，是反映专业技术人员的技术水平、工作能力的标志。随着社会发展的需要，逐步产生了对专业技术人员的水平评价与聘任岗位相分离的需要，即“评聘分离”，职称的概念也相应发生了变化。聘任的岗位称之为“专业技术职务”，简称职务；而专业技术人员的水平则以“专业技术职务任职资格”来标识，简称职称。,https://baike.baidu.com/item/%E8%81%8C%E7%A7%B0/1035081
1,中国医学科学院,中国医学科学院成立于1956年，是我国唯一的国家级医学科学学术中心和综合性医学科学研究机构，与北京协和医学院院校一体，是中国的最高医学研究机构和最高医学教育机构，院校设有20个研究所、5所分院、7所临床医院、5所学院。2016年10月28日，中共中央总书记、国家主席、中央军委主席习近平致信祝贺中国医学科学院成立60周年，向我国医疗卫生系统广大科技工作者和干部职工致以诚挚问候。贺信希望中国医学科学院以建院60周年为新起点，抓住机遇、迎难而上，努力把中国医学科学院建设成为我国医学科技创新体系的核心基地，继续谱写新的篇章。,https://baike.baidu.com/item/%E4%B8%AD%E5%9B%BD%E5%8C%BB%E5%AD%A6%E7%A7%91%E5%AD%A6%E9%99%A2/8505744
1,周春燕,周春燕，女。现任北京大学基础医学院副院长、生物化学与分子生物学系副主任、教授、博士生导师。,https://baike.baidu.com/item/%E5%91%A8%E6%98%A5%E7%87%95/990424
1,药科,中国药科大学（China Pharmaceutical University）位于江苏省南京市，是中华人民共和国教育部直属的多科性重点大学，是国家“世界一流学科建设高校”、国家“211工程”和“985工程优势学科创新平台”建设高校，入选国家“111计划”、教育部“卓越工程师教育培养计划”、国家大学生创新性实验计划、国家级大学生创新创业训练计划、国家建设高水平大学公派研究生项目、国家级新工科研究与实践项目、全国高校实践育人创新创业基地、中国政府奖学金来华留学生接收院校，中美药学院校联盟牵头单位。中国药科大学始建于1936年，原名国立药学专科学校（本科四年制）。1937年迁往汉口，1938年迁往重庆，1946年回迁南京。1950年更名为华东药学专科学校。1952年，齐鲁大学药学系和东吴大学药学专修科并入学校，成立华东药学院。1953年，中南卫生专科学校药剂专修科并入学校。1956年更名为南京药学院。1986年与筹建中的南京中药学院合并，成立中国药科大学。2000年，学校由国家药品监督管理局整体划转教育部管理。2001年，江苏省药科学校并入学校。截至2019年底，学校有玄武门、江宁2个校区，占地近2100余亩，建筑面积近56万平方米；下设16个院部，有31个本科专业、3个专科（高职）专业；有2个博士后流动站、3个一级学科博士点、7个一级学科硕士学位授权点；截至2019年底，学习有在职教职工1684人，全日制在校生16781人，其中本专科生11593人、研究生4682人、留学生443人、预科生63人。[1-3],https://baike.baidu.com/item/%E4%B8%AD%E5%9B%BD%E8%8D%AF%E7%A7%91%E5%A4%A7%E5%AD%A6/248835
1,北京大学医学部,北京大学医学部（Peking UniversityHealth Science Center，英文简称PKUHSC），前身是国立北京医学专门学校，创建于1912年10月26日，是中国政府教育部依靠中国自己的力量开办的第一所专门传授西方医学的国立学校。2000年4月3日，原北京医科大学与北京大学正式合并，组建新的北京大学。[3-4]2000年5月4日，北京医科大学正式更名为北京大学医学部。为北京卓越医学人才培养高校联盟成员单位。北医集教学、科研、医疗为一体，以本科教育、研究生教育为主，学科覆盖基础医学、临床医学、口腔医学、药学、预防医学、护理学等六大门类，专业齐全，基础医学口腔医学专业实行八年制，临床医学专业分为五年制和八年制两种。北京大学医学部是国家“211工程”和“985工程”首批建设的高等学校，是中国最重要的医学创新研究基地和高级医药卫生人才的培养基地之一，是医学“双一流”建设联盟成员。北医地处北京市海淀区中关村科技园区，并在北京市密云区科学城东区建设北京大学医学部（密云校区）。截至2017年12月，北医设有6个学院（部）、6家直属附属医院、4家共建附属医院和14家教学医院。,https://baike.baidu.com/item/%E5%8C%97%E4%BA%AC%E5%A4%A7%E5%AD%A6%E5%8C%BB%E5%AD%A6%E9%83%A8/434367
1,胡宝洋,胡宝洋，男，1973年4月出生。博士、研究员、博士研究生导师，中国科学院“百人计划”入选者。兼任中国科学技术大学生命科学学院博士研究生导师。美国神经科学学会会员、美国眼科与视觉学会会员。,https://baike.baidu.com/item/%E8%83%A1%E5%AE%9D%E6%B4%8B/8404205
1,王佑春,王佑春，男，汉族，山东茌平人，1964年2月出生， 中共党员，1990年8月参加工作，研究生学历，医学博士学位，哲学博士学位。曾任中国食品药品检定研究院副院长。,https://baike.baidu.com/item/%E7%8E%8B%E4%BD%91%E6%98%A5/10120967
1,食品药品,中华人民共和国国家食品药品监督管理总局（CFDA）是国务院综合监督管理药品、医疗器械、化妆品、保健食品和餐饮环节食品安全的直属机构，负责起草食品（含食品添加剂、保健食品，下同）安全、药品（含中药、民族药，下同）、医疗器械、化妆品监督管理的法律法规草案，制定食品行政许可的实施办法并监督实施，组织制定、公布国家药典等药品和医疗器械标准、分类管理制度并监督实施，制定食品、药品、医疗器械、化妆品监督管理的稽查制度并组织实施，组织查处重大违法行为。2018年3月，根据第十三届全国人民代表大会第一次会议批准的国务院机构改革方案，将国家食品药品监督管理总局的职责整合，组建中华人民共和国国家市场监督管理总局；不再保留国家食品药品监督管理总局。[3-4],https://baike.baidu.com/item/%E5%9B%BD%E5%AE%B6%E9%A3%9F%E5%93%81%E8%8D%AF%E5%93%81%E7%9B%91%E7%9D%A3%E7%AE%A1%E7%90%86%E6%80%BB%E5%B1%80/7649782
1,裴瑞卿,越剧古装剧：胡汝慧于1957年根据川剧高腔传统剧目移植修改。川剧又名《鳌珠配》、《听月楼》。事出小说《天雨花》。评剧剧目：评剧《御河桥》也改编自川剧，评剧诸多流派艺术家均擅演此剧，如鲜灵霞、范金亭、孙素兰、王琳、小玉霜、刘淑琴等均成功饰演过剧中女主人公柯宝珠角色，各具风采，给观众留下深刻的印象。,https://baike.baidu.com/item/%E5%BE%A1%E6%B2%B3%E6%A1%A5/1010830
