page_id,keyword,annotation,url
1,天津海关,天津海关，是监管进出口贸易的政府部门。历史悠久，始建于1861年。1860年第二次鸦片战争后，清政府被迫与英、法两国签订《北京条约》，规定了“三口通商”。天津被辟为“三口通商”的口岸之一。第二年，清政府在天津设立津海关。,https://baike.baidu.com/item/%E5%A4%A9%E6%B4%A5%E6%B5%B7%E5%85%B3/4132979
1,项目编号,项目编码采用十二位阿拉伯数字表示(补充项目以十一位数字表示)。一至九位为统一编码，其中，一、二位为专业工程代码，三、四位为附录分类顺序码，五、六位为分部工程顺序码，七、八、九位为分项工程顺序码，十、十一、十二位为清单项目名称顺序码,https://baike.baidu.com/item/%E9%A1%B9%E7%9B%AE%E7%BC%96%E7%A0%81/9846061
1,研究所,研究所是指以科学研究为主要目的的社会企事业机构。在中国是一种完成为特殊科研目的和任务而建立的研究机构。随着社会的发展，现多以企业形式存在。在学术界，称其为科学试验的研究部门。研究所一直是国家重点扶持和照顾的对象，特别是军工类的研究所，比如航天两大集团，中电集团，航空，中船等重点研究所，一直是很多名校毕业生就业的首选。,https://baike.baidu.com/item/%E7%A0%94%E7%A9%B6%E6%89%80/1884021
1,SQ2020YFC080883,,https://baike.baidu.com/item/SQ2020YFC080883

1,上午,上午，汉语词语，读音shàng wǔ，意思是指是早上八点到十二点这段时间。,https://baike.baidu.com/item/%E4%B8%8A%E5%8D%88/2262857
1,公共安全,所谓公共安全，是指社会和公民个人从事和进行正常的生活、工作、学习、娱乐和交往所需要的稳定的外部环境和秩序。所谓公共安全管理，则是指国家行政机关为了维护社会的公共安全和秩序，保障公民的合法权益，以及社会各项活动的正常进行而做出的各种行政活动的总和。,https://baike.baidu.com/item/%E5%85%AC%E5%85%B1%E5%AE%89%E5%85%A8/2956734
1,下午,下午，xià wǔ，与上午相对，从正午十二点到十八点的一段时间，一般指从正午十二点后到日落的一段时间。英文简写为pm、P.M.或p.m.。,https://baike.baidu.com/item/%E4%B8%8B%E5%8D%88/2262877
1,答辩,毕业论文答辩是一种有组织、有准备、有计划、有鉴定的比较正规的审查论文的重要形式。为了搞好毕业论文答辩，在举行答辩会前，校方、答辩委员会、答辩者（撰写毕业论文的作者）三方都要作好充分的准备。,https://baike.baidu.com/item/%E6%AF%95%E4%B8%9A%E8%AE%BA%E6%96%87%E7%AD%94%E8%BE%A9/7363280
1,北京,北京市，简称“京”，古称燕京、北平，是中华人民共和国的首都、省级行政区、直辖市、国家中心城市、超大城市，国务院批复确定的中国政治中心、文化中心、国际交往中心、科技创新中心。截至2018年，全市下辖16个区，总面积16410.54平方千米，2019年末，常住人口2153.6万人，城镇人口1865万人，城镇化率86.6%，常住外来人口达794.3万人。北京地处中国北部、华北平原北部，东与天津毗连，其余均与河北相邻，中心位置东经116°20′、北纬39°56′，是世界著名古都和现代化国际城市，也是中国共产党中央委员会、中华人民共和国中央人民政府和全国人民代表大会常务委员会的办公所在地。北京地势西北高、东南低。西部、北部和东北部三面环山，东南部是一片缓缓向渤海倾斜的平原。境内流经的主要河流有：永定河、潮白河、北运河、拒马河等，多由西北部山地发源，穿过崇山峻岭，向东南蜿蜒流经平原地区，最后分别汇入渤海。北京的气候为暖温带半湿润半干旱季风气候，夏季高温多雨，冬季寒冷干燥，春、秋短促。[5-6]北京被世界权威机构GaWC评为世界一线城市。联合国报告指出北京人类发展指数居中国城市第二位。2019年，北京市实现地区生产总值35371.3亿元，按可比价格计算，比上年增长6.1%。社会消费品零售总额12270.1亿元。,https://baike.baidu.com/item/%E5%8C%97%E4%BA%AC/128981
1,中国人民解放军,中国人民解放军（简称：人民解放军、解放军，英文：People's Liberation Army of China，英文缩写：PLA）是中华人民共和国最主要的武装力量。第一次使用“中国人民解放军”称谓：出现在1946年。1948年11月1日中央军委作出《关于统一全军组织及部队番号的规定》，团以上各部队均冠以“中国人民解放军”字样。从此，“中国人民解放军”的名称一直沿用至今。中国人民解放军的最高军事机关为中央军事委员会，由陆军、海军、空军、火箭军、战略支援部队和联勤保障部队等军兵种组成。中国人民解放军现役总人数约200万人，2018年中国的国防军费为11069.51亿元人民币，占GDP比例约1.3%。[3-5],https://baike.baidu.com/item/%E4%B8%AD%E5%9B%BD%E4%BA%BA%E6%B0%91%E8%A7%A3%E6%94%BE%E5%86%9B/458031
1,第四军医大学,,https://baike.baidu.com//item/%E4%B8%AD%E5%9B%BD%E4%BA%BA%E6%B0%91%E8%A7%A3%E6%94%BE%E5%86%9B%E7%A9%BA%E5%86%9B%E5%86%9B%E5%8C%BB%E5%A4%A7%E5%AD%A6
